report_id,source_type,area_name,latitude,longitude,issue_type,description,people_affected,vulnerable_group,timestamp,attachment,urgency_score
212,NGO Report,Vadodara,22.767544,70.368803,Education,Food issue reported in Vadodara,94,None,2026-04-15 23:47:33,report.pdf,10
213,WhatsApp,Ahmedabad,20.097184,71.075374,Food,Medical issue reported in Ahmedabad,54,Disabled,2026-04-16 03:47:33,report.pdf,2
214,NGO Report,Ahmedabad,20.107376,71.798015,Education,Education issue reported in Ahmedabad,56,Elderly,2026-04-15 00:47:33,image.jpg,2
215,Mobile App,Ahmedabad,20.01377,72.245737,Food,Water issue reported in Ahmedabad,78,Children,2026-04-14 15:47:33,voice.mp3,9
216,Form,Ahmedabad,22.291127,71.034403,Education,Shelter issue reported in Ahmedabad,67,Elderly,2026-04-15 17:47:33,image.jpg,1
217,NGO Report,Navsari,22.097768,71.565292,Medical,Medical issue reported in Navsari,9,Children,2026-04-15 05:47:33,voice.mp3,2
218,Mobile App,Surat,21.152934,71.392353,Education,Food issue reported in Surat,29,None,2026-04-15 09:47:33,none,3
219,NGO Report,Rajkot,21.707037,71.243251,Food,Education issue reported in Rajkot,64,Children,2026-04-17 02:47:33,voice.mp3,1
220,WhatsApp,Rajkot,22.229668,72.244791,Shelter,Water issue reported in Rajkot,27,None,2026-04-16 22:47:33,image.jpg,3
221,Form,Vadodara,20.631363,70.602335,Food,Food issue reported in Vadodara,12,Disabled,2026-04-15 14:47:33,report.pdf,10
222,Form,Surat,20.178139,71.941977,Food,Medical issue reported in Surat,76,Disabled,2026-04-17 02:47:33,none,3
223,Call,Navsari,21.868792,72.377983,Shelter,Education issue reported in Navsari,89,Children,2026-04-15 07:47:33,image.jpg,6
224,WhatsApp,Vadodara,20.788075,72.210123,Food,Education issue reported in Vadodara,42,Women,2026-04-14 15:47:33,report.pdf,3
225,Form,Vadodara,22.939168,70.116376,Medical,Shelter issue reported in Vadodara,26,None,2026-04-15 15:47:33,image.jpg,9
226,Mobile App,Ahmedabad,22.058819,70.709149,Shelter,Shelter issue reported in Ahmedabad,81,Children,2026-04-16 14:47:33,voice.mp3,10
227,Call,Surat,22.939202,70.792744,Water,Water issue reported in Surat,64,None,2026-04-14 19:47:33,none,3
228,Call,Rajkot,21.085332,71.326335,Food,Medical issue reported in Rajkot,41,Disabled,2026-04-16 05:47:33,voice.mp3,4
229,Form,Rajkot,22.688999,71.227299,Education,Shelter issue reported in Rajkot,76,Women,2026-04-16 09:47:33,voice.mp3,5
230,Form,Navsari,22.308867,71.047805,Medical,Water issue reported in Navsari,91,Women,2026-04-17 05:47:33,none,4
231,Form,Navsari,22.618264,72.83505,Water,Medical issue reported in Navsari,62,Children,2026-04-16 01:47:33,image.jpg,4
232,NGO Report,Rajkot,20.829849,72.234786,Shelter,Food issue reported in Rajkot,9,Elderly,2026-04-14 21:47:33,image.jpg,4
233,Call,Ahmedabad,22.259807,72.284082,Medical,Water issue reported in Ahmedabad,32,Children,2026-04-15 05:47:33,voice.mp3,1
234,Mobile App,Vadodara,20.882068,70.99556,Shelter,Shelter issue reported in Vadodara,49,Elderly,2026-04-14 23:47:33,voice.mp3,1
235,NGO Report,Vadodara,20.799144,72.192092,Education,Medical issue reported in Vadodara,72,Children,2026-04-15 01:47:33,image.jpg,7
236,WhatsApp,Rajkot,20.518496,70.856322,Food,Water issue reported in Rajkot,94,None,2026-04-16 17:47:33,image.jpg,3
237,Mobile App,Vadodara,21.400772,71.547523,Shelter,Education issue reported in Vadodara,46,Women,2026-04-15 17:47:33,voice.mp3,7
238,Call,Ahmedabad,22.513119,72.289799,Education,Food issue reported in Ahmedabad,44,None,2026-04-16 23:47:33,voice.mp3,3
239,WhatsApp,Navsari,22.079887,72.43925,Education,Medical issue reported in Navsari,59,None,2026-04-15 00:47:33,voice.mp3,10
240,Call,Surat,21.213262,71.556411,Food,Education issue reported in Surat,17,Children,2026-04-15 10:47:33,none,6
241,Call,Vadodara,20.470552,70.885109,Food,Education issue reported in Vadodara,98,Elderly,2026-04-15 13:47:33,none,9
242,Mobile App,Surat,21.054353,70.081747,Education,Medical issue reported in Surat,24,Disabled,2026-04-15 22:47:33,voice.mp3,6
243,NGO Report,Ahmedabad,21.311779,71.719063,Education,Food issue reported in Ahmedabad,91,Disabled,2026-04-14 22:47:33,none,2
244,Mobile App,Navsari,22.269749,72.068142,Food,Water issue reported in Navsari,20,Elderly,2026-04-16 06:47:33,none,10
245,WhatsApp,Vadodara,22.257479,71.278866,Education,Medical issue reported in Vadodara,19,Elderly,2026-04-14 21:47:33,none,8
246,Form,Navsari,20.463731,71.111095,Medical,Shelter issue reported in Navsari,59,Children,2026-04-15 16:47:33,voice.mp3,4
247,Call,Rajkot,20.77616,70.701058,Medical,Education issue reported in Rajkot,77,Children,2026-04-14 22:47:33,voice.mp3,5
248,NGO Report,Rajkot,21.143753,72.579859,Medical,Food issue reported in Rajkot,39,None,2026-04-15 06:47:33,report.pdf,9
249,NGO Report,Navsari,22.583237,71.938606,Water,Water issue reported in Navsari,10,Disabled,2026-04-16 11:47:33,image.jpg,3
250,Call,Ahmedabad,22.104062,71.266556,Shelter,Food issue reported in Ahmedabad,60,Children,2026-04-16 02:47:33,voice.mp3,6
251,WhatsApp,Surat,22.424627,70.159942,Shelter,Food issue reported in Surat,82,Women,2026-04-17 11:47:33,report.pdf,4
252,WhatsApp,Rajkot,20.795067,72.148728,Medical,Shelter issue reported in Rajkot,66,Children,2026-04-16 09:47:33,image.jpg,9
253,Call,Vadodara,22.443289,72.586938,Shelter,Food issue reported in Vadodara,42,Women,2026-04-15 09:47:33,report.pdf,4
254,Form,Surat,22.548335,71.408246,Education,Medical issue reported in Surat,84,None,2026-04-15 07:47:33,image.jpg,8
255,NGO Report,Ahmedabad,22.771995,72.235078,Water,Water issue reported in Ahmedabad,23,Elderly,2026-04-17 10:47:33,none,10
256,Mobile App,Rajkot,20.81908,70.779723,Medical,Medical issue reported in Rajkot,86,Children,2026-04-15 13:47:33,report.pdf,8
257,WhatsApp,Navsari,21.587019,71.14422,Water,Shelter issue reported in Navsari,6,Disabled,2026-04-15 23:47:33,voice.mp3,7
258,Call,Surat,22.96681,71.489265,Shelter,Water issue reported in Surat,83,Women,2026-04-16 18:47:33,image.jpg,6
259,Call,Navsari,20.022359,71.50743,Education,Education issue reported in Navsari,71,Children,2026-04-15 19:47:33,voice.mp3,6
260,WhatsApp,Surat,20.273595,72.992506,Food,Water issue reported in Surat,34,None,2026-04-14 14:47:33,image.jpg,4
261,NGO Report,Vadodara,22.130372,72.128098,Food,Food issue reported in Vadodara,31,Children,2026-04-15 01:47:33,none,8
262,Form,Vadodara,20.003199,72.395234,Food,Education issue reported in Vadodara,30,None,2026-04-17 06:47:33,voice.mp3,6
263,Call,Vadodara,21.181383,72.061655,Food,Shelter issue reported in Vadodara,97,Women,2026-04-17 14:47:33,image.jpg,8
264,WhatsApp,Vadodara,21.987036,70.792438,Food,Education issue reported in Vadodara,76,None,2026-04-16 03:47:33,report.pdf,3
265,Form,Rajkot,20.83361,71.294728,Food,Water issue reported in Rajkot,26,Elderly,2026-04-16 21:47:33,none,5
266,NGO Report,Ahmedabad,21.895488,70.617659,Shelter,Education issue reported in Ahmedabad,51,Disabled,2026-04-17 14:47:33,report.pdf,2
267,NGO Report,Navsari,21.708845,71.098495,Water,Shelter issue reported in Navsari,4,Elderly,2026-04-17 10:47:33,voice.mp3,7
268,WhatsApp,Ahmedabad,21.998725,70.395112,Medical,Food issue reported in Ahmedabad,80,Disabled,2026-04-15 21:47:33,report.pdf,8
269,Call,Rajkot,20.186406,70.453376,Water,Food issue reported in Rajkot,36,Disabled,2026-04-15 16:47:33,image.jpg,1
270,Mobile App,Rajkot,20.666522,70.834805,Medical,Food issue reported in Rajkot,17,Disabled,2026-04-14 23:47:33,none,1
271,NGO Report,Vadodara,21.841467,71.314612,Shelter,Water issue reported in Vadodara,6,Disabled,2026-04-14 17:47:33,image.jpg,8
272,WhatsApp,Rajkot,22.389815,72.955306,Shelter,Education issue reported in Rajkot,1,Children,2026-04-15 23:47:33,none,1
273,Call,Vadodara,22.07368,72.536905,Medical,Medical issue reported in Vadodara,99,Elderly,2026-04-15 19:47:33,image.jpg,8
274,Mobile App,Surat,22.925166,70.931166,Food,Medical issue reported in Surat,35,Children,2026-04-15 04:47:33,voice.mp3,2
275,Call,Rajkot,22.909258,71.493183,Shelter,Shelter issue reported in Rajkot,79,Women,2026-04-15 12:47:33,image.jpg,10
276,WhatsApp,Vadodara,22.713099,70.240204,Water,Education issue reported in Vadodara,88,Children,2026-04-15 03:47:33,report.pdf,3
277,WhatsApp,Vadodara,20.690435,72.49592,Education,Shelter issue reported in Vadodara,27,Disabled,2026-04-14 23:47:33,report.pdf,9
278,Call,Rajkot,22.531764,70.546211,Water,Water issue reported in Rajkot,46,Disabled,2026-04-15 04:47:33,image.jpg,8
279,Form,Ahmedabad,20.631063,72.598617,Education,Food issue reported in Ahmedabad,89,Disabled,2026-04-16 08:47:33,voice.mp3,3
280,Mobile App,Ahmedabad,21.862045,70.688639,Food,Education issue reported in Ahmedabad,4,None,2026-04-17 08:47:33,none,6
281,NGO Report,Rajkot,22.257691,72.263432,Education,Shelter issue reported in Rajkot,96,Women,2026-04-14 16:47:33,image.jpg,4
282,NGO Report,Navsari,22.638741,71.624656,Water,Education issue reported in Navsari,10,Women,2026-04-16 21:47:33,none,5
283,Mobile App,Ahmedabad,20.949626,72.284195,Medical,Food issue reported in Ahmedabad,79,Elderly,2026-04-17 12:47:33,voice.mp3,6
284,NGO Report,Navsari,22.750446,71.826302,Medical,Education issue reported in Navsari,4,None,2026-04-17 11:47:33,image.jpg,3
285,WhatsApp,Vadodara,21.817738,71.445065,Food,Medical issue reported in Vadodara,95,Disabled,2026-04-17 08:47:33,report.pdf,5
286,NGO Report,Navsari,21.739886,71.701913,Shelter,Education issue reported in Navsari,17,Elderly,2026-04-16 22:47:33,none,9
287,Call,Surat,22.483431,72.98617,Food,Water issue reported in Surat,79,Disabled,2026-04-17 09:47:33,image.jpg,8
288,NGO Report,Navsari,21.073316,72.713299,Water,Food issue reported in Navsari,88,Women,2026-04-16 23:47:33,none,8
289,Form,Ahmedabad,20.306791,72.18283,Water,Shelter issue reported in Ahmedabad,87,Women,2026-04-14 23:47:33,image.jpg,5
290,Mobile App,Rajkot,21.307036,71.431898,Water,Food issue reported in Rajkot,31,Elderly,2026-04-17 00:47:33,none,7
291,Mobile App,Vadodara,21.062894,70.122403,Education,Shelter issue reported in Vadodara,98,Women,2026-04-16 19:47:33,voice.mp3,4
292,Form,Surat,21.159985,72.687895,Education,Food issue reported in Surat,9,Children,2026-04-17 06:47:33,image.jpg,9
293,NGO Report,Ahmedabad,22.173799,72.501118,Shelter,Education issue reported in Ahmedabad,52,None,2026-04-17 09:47:33,voice.mp3,3
294,Call,Surat,20.690026,71.124496,Education,Medical issue reported in Surat,37,None,2026-04-15 05:47:33,voice.mp3,6
295,NGO Report,Navsari,22.944107,72.489757,Education,Water issue reported in Navsari,72,Children,2026-04-16 13:47:33,image.jpg,4
296,Call,Navsari,21.418808,71.322922,Food,Water issue reported in Navsari,84,Elderly,2026-04-14 18:47:33,report.pdf,9
297,Mobile App,Surat,20.178292,72.937931,Food,Food issue reported in Surat,98,Children,2026-04-14 21:47:33,none,2
298,Call,Vadodara,21.875039,71.174268,Education,Food issue reported in Vadodara,10,None,2026-04-15 23:47:33,image.jpg,2
299,Form,Rajkot,21.798332,72.257439,Water,Education issue reported in Rajkot,88,Children,2026-04-16 14:47:33,report.pdf,4
300,WhatsApp,Rajkot,21.978612,70.612994,Food,Shelter issue reported in Rajkot,14,Disabled,2026-04-15 04:47:33,none,3
301,Mobile App,Surat,22.77674,70.088273,Food,Water issue reported in Surat,78,Children,2026-04-16 16:47:33,report.pdf,9
302,Mobile App,Rajkot,21.427703,72.475323,Medical,Education issue reported in Rajkot,51,Disabled,2026-04-16 14:47:33,none,6
303,WhatsApp,Ahmedabad,22.374004,72.524783,Medical,Medical issue reported in Ahmedabad,65,Disabled,2026-04-16 04:47:33,image.jpg,9
304,Form,Navsari,20.878918,70.731042,Shelter,Medical issue reported in Navsari,77,Women,2026-04-16 00:47:33,voice.mp3,3
305,Call,Vadodara,20.163636,72.632933,Water,Shelter issue reported in Vadodara,32,Elderly,2026-04-15 10:47:33,voice.mp3,9
306,NGO Report,Vadodara,22.078896,72.873714,Medical,Water issue reported in Vadodara,24,Elderly,2026-04-15 09:47:33,voice.mp3,5
307,Mobile App,Ahmedabad,21.189188,71.459605,Medical,Food issue reported in Ahmedabad,85,None,2026-04-17 02:47:33,image.jpg,9
308,Call,Vadodara,21.154924,70.669415,Medical,Water issue reported in Vadodara,89,Elderly,2026-04-15 21:47:33,report.pdf,4
309,WhatsApp,Navsari,20.01442,71.600803,Food,Medical issue reported in Navsari,70,Elderly,2026-04-16 14:47:33,report.pdf,7
310,NGO Report,Ahmedabad,21.689469,70.298951,Medical,Water issue reported in Ahmedabad,50,Women,2026-04-15 22:47:33,none,4
311,WhatsApp,Vadodara,22.801108,71.784926,Water,Medical issue reported in Vadodara,99,Children,2026-04-14 20:47:33,none,3
312,WhatsApp,Rajkot,21.499313,70.432449,Water,Education issue reported in Rajkot,43,Children,2026-04-15 19:47:33,none,5
313,Form,Navsari,20.953156,70.605074,Education,Medical issue reported in Navsari,55,Disabled,2026-04-16 07:47:33,image.jpg,1
314,Mobile App,Navsari,22.871764,71.582789,Food,Education issue reported in Navsari,86,None,2026-04-15 18:47:33,image.jpg,9
315,Form,Ahmedabad,20.994118,71.558112,Education,Water issue reported in Ahmedabad,48,None,2026-04-16 14:47:33,report.pdf,8
316,NGO Report,Surat,20.282003,70.709186,Water,Medical issue reported in Surat,23,None,2026-04-16 00:47:33,none,1
317,WhatsApp,Navsari,20.162123,71.536843,Shelter,Medical issue reported in Navsari,56,None,2026-04-16 16:47:33,image.jpg,4
318,Call,Rajkot,20.146073,72.802637,Shelter,Water issue reported in Rajkot,87,Disabled,2026-04-15 01:47:33,image.jpg,3
319,NGO Report,Vadodara,21.439275,71.941768,Water,Water issue reported in Vadodara,33,Elderly,2026-04-15 13:47:33,none,2
320,Mobile App,Navsari,21.013032,72.172777,Water,Education issue reported in Navsari,14,Children,2026-04-15 06:47:33,voice.mp3,7
321,Call,Vadodara,20.545683,71.957344,Food,Education issue reported in Vadodara,98,Disabled,2026-04-15 12:47:33,none,10
322,Mobile App,Surat,20.09994,70.806375,Shelter,Food issue reported in Surat,17,None,2026-04-15 18:47:33,voice.mp3,10
323,Call,Surat,22.614912,71.135576,Shelter,Water issue reported in Surat,97,Disabled,2026-04-15 11:47:33,image.jpg,7
324,Call,Vadodara,21.711203,71.192954,Food,Water issue reported in Vadodara,70,Women,2026-04-16 23:47:33,image.jpg,8
325,Mobile App,Rajkot,22.496121,72.669134,Education,Food issue reported in Rajkot,66,Children,2026-04-15 19:47:33,voice.mp3,4
326,WhatsApp,Vadodara,21.760179,70.069538,Medical,Education issue reported in Vadodara,83,Children,2026-04-14 22:47:33,voice.mp3,6
327,Form,Rajkot,22.70375,72.210928,Water,Water issue reported in Rajkot,22,Women,2026-04-14 23:47:33,voice.mp3,10
328,Mobile App,Surat,20.591269,71.333189,Shelter,Water issue reported in Surat,51,Children,2026-04-16 05:47:33,voice.mp3,7
329,Form,Rajkot,22.749508,70.072315,Medical,Food issue reported in Rajkot,36,Women,2026-04-17 11:47:33,image.jpg,8
330,NGO Report,Navsari,21.0891,72.812804,Shelter,Food issue reported in Navsari,26,Elderly,2026-04-17 07:47:33,voice.mp3,1
331,NGO Report,Rajkot,20.678301,72.42536,Water,Education issue reported in Rajkot,28,Disabled,2026-04-15 18:47:33,image.jpg,5
332,NGO Report,Navsari,20.676505,71.26929,Shelter,Medical issue reported in Navsari,94,Women,2026-04-17 02:47:33,voice.mp3,3
333,Form,Surat,20.267847,72.547321,Education,Medical issue reported in Surat,80,Women,2026-04-15 14:47:33,report.pdf,3
334,Call,Ahmedabad,20.199748,71.097054,Education,Water issue reported in Ahmedabad,23,Disabled,2026-04-15 14:47:33,voice.mp3,7
335,Call,Surat,22.13795,71.29537,Water,Shelter issue reported in Surat,84,Women,2026-04-15 01:47:33,none,8
336,Mobile App,Navsari,22.885767,70.354196,Water,Water issue reported in Navsari,57,Elderly,2026-04-16 08:47:33,image.jpg,7
337,WhatsApp,Surat,21.032106,72.466109,Education,Water issue reported in Surat,73,None,2026-04-16 13:47:33,image.jpg,3
338,Mobile App,Vadodara,21.399787,71.217764,Water,Food issue reported in Vadodara,71,Elderly,2026-04-15 17:47:33,image.jpg,9
339,Form,Rajkot,22.120297,70.167379,Food,Food issue reported in Rajkot,79,Women,2026-04-14 22:47:33,image.jpg,6
340,NGO Report,Ahmedabad,21.117717,72.390716,Medical,Medical issue reported in Ahmedabad,100,Disabled,2026-04-14 20:47:33,report.pdf,10
341,WhatsApp,Vadodara,21.71096,71.980035,Food,Shelter issue reported in Vadodara,58,Women,2026-04-14 20:47:33,voice.mp3,3
342,Mobile App,Surat,22.540224,72.582872,Shelter,Shelter issue reported in Surat,34,Women,2026-04-14 15:47:33,voice.mp3,7
343,Mobile App,Vadodara,22.534125,70.231713,Shelter,Medical issue reported in Vadodara,19,Children,2026-04-14 14:47:33,image.jpg,6
344,Call,Navsari,20.238839,71.438559,Food,Medical issue reported in Navsari,16,None,2026-04-16 22:47:33,none,8
345,Mobile App,Vadodara,22.024658,71.047192,Education,Education issue reported in Vadodara,61,Women,2026-04-14 18:47:33,none,4
346,NGO Report,Rajkot,21.564153,70.00302,Medical,Medical issue reported in Rajkot,20,None,2026-04-14 17:47:33,image.jpg,8
347,NGO Report,Ahmedabad,21.939949,71.854597,Medical,Water issue reported in Ahmedabad,78,Disabled,2026-04-16 02:47:33,voice.mp3,7
348,Mobile App,Ahmedabad,20.735776,72.501608,Education,Education issue reported in Ahmedabad,59,Children,2026-04-17 07:47:33,report.pdf,3
349,Mobile App,Surat,21.220511,72.314844,Food,Shelter issue reported in Surat,96,Disabled,2026-04-16 22:47:33,none,10
350,Form,Ahmedabad,21.436819,72.159151,Food,Shelter issue reported in Ahmedabad,35,Disabled,2026-04-15 22:47:33,voice.mp3,8
351,Call,Surat,22.593501,70.00811,Water,Shelter issue reported in Surat,81,Women,2026-04-15 09:47:33,image.jpg,7
352,Form,Vadodara,21.272193,70.955811,Water,Food issue reported in Vadodara,27,Women,2026-04-17 10:47:33,none,10
353,WhatsApp,Navsari,22.074424,71.531555,Shelter,Medical issue reported in Navsari,15,Women,2026-04-16 06:47:33,none,4
354,Mobile App,Ahmedabad,22.716386,71.775519,Shelter,Education issue reported in Ahmedabad,67,Disabled,2026-04-15 08:47:33,image.jpg,7
355,Call,Surat,20.837152,70.977736,Shelter,Water issue reported in Surat,81,Women,2026-04-16 00:47:33,voice.mp3,8
356,Form,Navsari,22.199244,72.657371,Shelter,Shelter issue reported in Navsari,62,Children,2026-04-17 09:47:33,image.jpg,8
357,Mobile App,Surat,20.386076,72.581256,Medical,Water issue reported in Surat,91,Disabled,2026-04-17 00:47:33,voice.mp3,5
358,WhatsApp,Surat,22.516918,71.652838,Water,Water issue reported in Surat,13,None,2026-04-16 20:47:33,report.pdf,5
359,NGO Report,Vadodara,21.191624,72.235803,Shelter,Medical issue reported in Vadodara,75,Women,2026-04-15 05:47:33,image.jpg,1
360,NGO Report,Ahmedabad,21.689301,70.02741,Water,Food issue reported in Ahmedabad,59,Women,2026-04-17 11:47:33,image.jpg,6
361,Call,Navsari,20.158815,71.92949,Water,Food issue reported in Navsari,81,Disabled,2026-04-16 12:47:33,image.jpg,4
362,WhatsApp,Surat,20.482417,71.999712,Shelter,Shelter issue reported in Surat,15,Children,2026-04-15 15:47:33,none,1
363,Call,Surat,20.129359,70.426265,Water,Water issue reported in Surat,24,Children,2026-04-17 09:47:33,none,2
364,Call,Rajkot,21.67523,71.100823,Water,Food issue reported in Rajkot,89,Children,2026-04-16 04:47:33,report.pdf,9
365,Mobile App,Navsari,20.1001,70.076048,Water,Medical issue reported in Navsari,76,Elderly,2026-04-15 20:47:33,voice.mp3,6
366,NGO Report,Rajkot,22.196022,70.720298,Medical,Shelter issue reported in Rajkot,25,Elderly,2026-04-14 18:47:33,voice.mp3,5
367,Form,Ahmedabad,20.525569,70.431476,Education,Water issue reported in Ahmedabad,35,Children,2026-04-16 23:47:33,image.jpg,7
368,NGO Report,Surat,20.59921,71.694165,Shelter,Shelter issue reported in Surat,75,Children,2026-04-16 18:47:33,report.pdf,10
369,WhatsApp,Vadodara,20.582304,70.014072,Shelter,Shelter issue reported in Vadodara,78,Children,2026-04-16 22:47:33,voice.mp3,2
370,Call,Navsari,22.871324,70.87667,Education,Food issue reported in Navsari,30,Disabled,2026-04-16 12:47:33,none,2
371,NGO Report,Navsari,20.274239,72.011177,Food,Food issue reported in Navsari,79,Women,2026-04-17 02:47:33,report.pdf,1
372,Form,Surat,22.131974,72.902975,Food,Water issue reported in Surat,57,Disabled,2026-04-16 14:47:33,image.jpg,4
373,Form,Rajkot,21.994967,71.232179,Education,Shelter issue reported in Rajkot,30,Children,2026-04-17 03:47:33,none,7
374,Form,Rajkot,20.796161,72.995716,Food,Food issue reported in Rajkot,26,Women,2026-04-16 14:47:33,voice.mp3,8
375,Mobile App,Rajkot,20.708252,71.493085,Education,Shelter issue reported in Rajkot,73,Women,2026-04-17 04:47:33,report.pdf,8
376,WhatsApp,Ahmedabad,22.367662,72.441198,Shelter,Education issue reported in Ahmedabad,89,Disabled,2026-04-15 18:47:33,image.jpg,1
377,Mobile App,Navsari,22.068078,70.265764,Shelter,Medical issue reported in Navsari,61,Elderly,2026-04-17 12:47:33,none,6
378,NGO Report,Navsari,20.682966,71.232168,Food,Water issue reported in Navsari,11,Children,2026-04-16 09:47:33,voice.mp3,10
379,WhatsApp,Rajkot,21.70902,70.829267,Education,Education issue reported in Rajkot,35,Elderly,2026-04-15 11:47:33,none,3
380,NGO Report,Rajkot,20.69983,72.379951,Water,Shelter issue reported in Rajkot,51,Women,2026-04-16 13:47:33,none,2
381,Form,Navsari,22.955666,71.475658,Medical,Shelter issue reported in Navsari,36,Children,2026-04-16 03:47:33,image.jpg,10
382,Form,Surat,20.429692,70.544015,Food,Education issue reported in Surat,39,Women,2026-04-17 11:47:33,voice.mp3,3
383,WhatsApp,Rajkot,20.965665,70.983833,Medical,Medical issue reported in Rajkot,96,Children,2026-04-16 21:47:33,image.jpg,4
384,Call,Ahmedabad,22.094673,72.262698,Water,Food issue reported in Ahmedabad,63,Elderly,2026-04-16 13:47:33,none,7
385,Call,Navsari,20.893247,72.076694,Education,Food issue reported in Navsari,26,Children,2026-04-15 07:47:33,voice.mp3,9
386,NGO Report,Navsari,21.978751,70.532836,Food,Shelter issue reported in Navsari,91,Disabled,2026-04-17 04:47:33,voice.mp3,4
387,Mobile App,Ahmedabad,21.907544,71.921337,Education,Water issue reported in Ahmedabad,65,Children,2026-04-15 10:47:33,image.jpg,10
388,NGO Report,Surat,22.567406,72.618189,Food,Education issue reported in Surat,81,Elderly,2026-04-14 14:47:33,voice.mp3,4
389,Mobile App,Rajkot,21.051826,71.950957,Shelter,Water issue reported in Rajkot,12,Disabled,2026-04-15 10:47:33,voice.mp3,1
390,NGO Report,Vadodara,20.542597,72.37106,Education,Food issue reported in Vadodara,12,None,2026-04-17 06:47:33,report.pdf,8
391,Call,Ahmedabad,20.682551,70.77297,Food,Water issue reported in Ahmedabad,51,Children,2026-04-17 12:47:33,voice.mp3,5
392,Form,Rajkot,22.288754,70.351994,Water,Water issue reported in Rajkot,96,Children,2026-04-16 03:47:33,image.jpg,5
393,Form,Vadodara,21.599231,72.229394,Food,Shelter issue reported in Vadodara,85,Children,2026-04-15 14:47:33,report.pdf,1
394,NGO Report,Vadodara,21.56101,70.403869,Shelter,Food issue reported in Vadodara,47,Elderly,2026-04-16 11:47:33,report.pdf,1
395,NGO Report,Surat,21.369042,71.34906,Food,Water issue reported in Surat,90,Elderly,2026-04-16 18:47:33,image.jpg,1
396,Call,Navsari,21.275157,71.949696,Water,Water issue reported in Navsari,2,Disabled,2026-04-16 14:47:33,image.jpg,7
397,WhatsApp,Navsari,20.240305,72.539167,Education,Education issue reported in Navsari,96,Children,2026-04-16 12:47:33,report.pdf,4
398,NGO Report,Ahmedabad,21.631413,71.33706,Water,Education issue reported in Ahmedabad,44,Disabled,2026-04-15 21:47:33,voice.mp3,9
399,Form,Ahmedabad,20.012584,72.554659,Medical,Shelter issue reported in Ahmedabad,63,Women,2026-04-14 21:47:33,none,9
400,Call,Ahmedabad,22.000704,72.79697,Food,Education issue reported in Ahmedabad,64,Disabled,2026-04-16 07:47:33,voice.mp3,10
401,WhatsApp,Vadodara,21.974671,70.952855,Shelter,Shelter issue reported in Vadodara,76,None,2026-04-17 08:47:33,voice.mp3,5
402,WhatsApp,Navsari,22.565102,71.792497,Water,Water issue reported in Navsari,85,Elderly,2026-04-15 02:47:33,none,10
403,NGO Report,Surat,22.25507,71.579351,Education,Education issue reported in Surat,67,Elderly,2026-04-16 19:47:33,image.jpg,5
404,NGO Report,Ahmedabad,21.944663,70.805616,Water,Medical issue reported in Ahmedabad,74,Elderly,2026-04-15 08:47:33,none,3
405,WhatsApp,Navsari,21.4813,70.657917,Education,Medical issue reported in Navsari,81,Disabled,2026-04-16 00:47:33,none,7
406,WhatsApp,Surat,20.150557,72.856095,Shelter,Medical issue reported in Surat,43,Children,2026-04-15 21:47:33,none,10
407,WhatsApp,Vadodara,21.390827,70.525057,Water,Shelter issue reported in Vadodara,62,Children,2026-04-16 20:47:33,report.pdf,9
408,Call,Ahmedabad,20.185917,72.821723,Education,Shelter issue reported in Ahmedabad,87,Disabled,2026-04-15 01:47:33,voice.mp3,3
409,Mobile App,Ahmedabad,20.165195,72.845079,Food,Shelter issue reported in Ahmedabad,74,Women,2026-04-16 21:47:33,voice.mp3,6
410,Mobile App,Surat,22.885869,71.748859,Food,Food issue reported in Surat,47,Elderly,2026-04-15 09:47:33,image.jpg,10
411,NGO Report,Vadodara,21.442267,71.902944,Medical,Water issue reported in Vadodara,11,Elderly,2026-04-17 04:47:33,none,7
412,Form,Navsari,20.656246,71.651174,Food,Shelter issue reported in Navsari,32,None,2026-04-16 11:47:33,image.jpg,2
413,NGO Report,Navsari,22.357251,72.38734,Medical,Medical issue reported in Navsari,60,None,2026-04-15 03:47:33,report.pdf,9
414,Form,Ahmedabad,22.327151,71.469444,Food,Food issue reported in Ahmedabad,88,None,2026-04-15 11:47:33,image.jpg,3
415,NGO Report,Ahmedabad,20.680916,71.924301,Food,Medical issue reported in Ahmedabad,70,Elderly,2026-04-15 19:47:33,voice.mp3,7
416,NGO Report,Vadodara,21.121897,71.452396,Shelter,Water issue reported in Vadodara,49,Elderly,2026-04-17 00:47:33,image.jpg,10
417,Form,Ahmedabad,21.046034,72.052245,Education,Shelter issue reported in Ahmedabad,51,Elderly,2026-04-17 03:47:33,none,5
418,NGO Report,Rajkot,21.961894,72.155721,Medical,Education issue reported in Rajkot,57,Women,2026-04-15 18:47:33,image.jpg,8
419,Mobile App,Navsari,22.502085,71.681383,Education,Food issue reported in Navsari,62,Elderly,2026-04-16 20:47:33,voice.mp3,7
420,Mobile App,Vadodara,20.779322,72.692105,Food,Shelter issue reported in Vadodara,79,Children,2026-04-15 17:47:33,report.pdf,4
421,Form,Ahmedabad,20.723674,70.791807,Shelter,Education issue reported in Ahmedabad,62,None,2026-04-16 21:47:33,voice.mp3,2
422,NGO Report,Vadodara,20.682741,72.624194,Food,Shelter issue reported in Vadodara,49,Disabled,2026-04-17 13:47:33,report.pdf,10
